"word","score"
"postcodes",-0.116497446175919
"hut",-0.116491272004685
"mixer",-0.116490579930827
"heathfield",-0.116483382922212
"packaged",-0.116481655823889
"iberian",-0.11647476258051
"appraisal",-0.116468201966531
"montrose",-0.116464269457144
"fabrics",-0.11646030265086
"hemlington",-0.116448374433896
"floors",-0.116437207508752
"cryptographic",-0.116434367763172
"libre",-0.116433471564155
"transits",-0.116422328130106
"glasshouses",-0.116417838615843
"loci",-0.116414809498182
"fetch",-0.116414225470265
"repurposing",-0.116407972635253
"cottage",-0.11640506334445
"stationery",-0.116400250253433
"triton",-0.1163996763883
"launceston",-0.116396251437603
"annually",-0.116393229187586
"map",-0.116390318748799
"reusing",-0.116386456849444
"model",-0.116372045989138
"asphalt",-0.116370161270991
"delivery",-0.116368884802346
"landscaped",-0.116360172957655
"underutilised",-0.116358482352354
"durations",-0.116358129141103
"pallets",-0.116355405386993
"portfolios",-0.11633612260409
"oldchurch",-0.116331222224403
"flamanville",-0.116320326426104
"modulated",-0.116304324019208
"oda",-0.116299764468814
"supacat",-0.116296582043987
"tiree",-0.116279226241015
"node",-0.11627248676674
"bulwell",-0.116272001133919
"directive",-0.116237309961774
"mhra",-0.116236885472292
"nasa",-0.116231675940261
"mittelstand",-0.116229124212306
"musselburgh",-0.116216005898192
"nearby",-0.116206001533136
"busiest",-0.116203652427542
"aerials",-0.116198492258831
"rawtenstall",-0.116183699413963
"scaffolding",-0.116168112025635
"ucc",-0.116162821130412
"plaitford",-0.116132631383603
"dorchester",-0.116120315216077
"sorn",-0.116117933832067
"fyne",-0.116114346746675
"trams",-0.116107175771916
"changeover",-0.116081731666455
